"Symbol","Name","Sector","Industry","Summary Quote"
"SORL","SORL Auto Parts, Inc.","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sorl"
"SRNE","Sorrento Therapeutics, Inc.","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/srne"
"SOHO","Sotherly Hotels Inc.","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/soho"
"SOHOB","Sotherly Hotels Inc.","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sohob"
"SOHOM","Sotherly Hotels LP","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sohom"
"SFBC","Sound Financial Bancorp, Inc.","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sfbc"
"SSB","South State Corporation","Finance","Major Banks","http://www.nasdaq.com/symbol/ssb"
"SFST","Southern First Bancshares, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/sfst"
"SMBC","Southern Missouri Bancorp, Inc.","Finance","Banks","http://www.nasdaq.com/symbol/smbc"
"SONA","Southern National Bancorp of Virginia, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/sona"
"SBSI","Southside Bancshares, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/sbsi"
"OKSB","Southwest Bancorp, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/oksb"
"SP","SP Plus Corporation","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/sp"
"SGRP","SPAR Group, Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp"
"SPKE","Spark Energy, Inc.","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/spke"
"SPKEP","Spark Energy, Inc.","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/spkep"
"ONCE","Spark Therapeutics, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/once"
"SPAR","Spartan Motors, Inc.","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/spar"
"SPTN","SpartanNash Company","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/sptn"
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","n/a","n/a","http://www.nasdaq.com/symbol/dwfi"
"SPPI","Spectrum Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sppi"
"ANY","Sphere 3D Corp.","Technology","EDP Services","http://www.nasdaq.com/symbol/any"
"SPEX","Spherix Incorporated","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/spex"
"SPI","SPI Energy Co., Ltd.","Technology","Semiconductors","http://www.nasdaq.com/symbol/spi"
"SAVE","Spirit Airlines, Inc.","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save"
"SPLK","Splunk Inc.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/splk"
"SPOK","Spok Holdings, Inc.","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/spok"
"SPWH","Sportsman&#39","","",""
"SBPH","Spring Bank Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbph"
"FUND","Sprott Focus Trust, Inc.","n/a","n/a","http://www.nasdaq.com/symbol/fund"
"SFM","Sprouts Farmers Market, Inc.","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfm"
"SPSC","SPS Commerce, Inc.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spsc"
"SSNC","SS&C Technologies Holdings, Inc.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc"
"STAA","STAAR Surgical Company","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/staa"
"STAF","Staffing 360 Solutions, Inc.","Technology","Professional Services","http://www.nasdaq.com/symbol/staf"
"STMP","Stamps.com Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/stmp"
"STLY","Stanley Furniture Company, Inc.","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/stly"
"SPLS","Staples, Inc.","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spls"
"SBLK","Star Bulk Carriers Corp.","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk"
"SBLKL","Star Bulk Carriers Corp.","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl"
"SBUX","Starbucks Corporation","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sbux"
"STFC","State Auto Financial Corporation","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/stfc"
"STBZ","State Bank Financial Corporation.","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz"
"SNC","State National Companies, Inc.","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/snc"
"STDY","SteadyMed Ltd.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy"
"GASS","StealthGas, Inc.","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass"
"STLD","Steel Dynamics, Inc.","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/stld"
"SMRT","Stein Mart, Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/smrt"
"STLR","Stellar Acquisition III Inc.","Finance","Business Services","http://www.nasdaq.com/symbol/stlr"
"STLRU","Stellar Acquisition III Inc.","Finance","Business Services","http://www.nasdaq.com/symbol/stlru"
"STLRW","Stellar Acquisition III Inc.","Finance","Business Services","http://www.nasdaq.com/symbol/stlrw"
"SBOT","Stellar Biotechnologies, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot"
"STML","Stemline Therapeutics, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml"
"SRCL","Stericycle, Inc.","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srcl"
"SRCLP","Stericycle, Inc.","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp"
"STRL","Sterling Construction Company Inc","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/strl"
"SHOO","Steven Madden, Ltd.","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo"
"SSFN","Stewardship Financial Corp","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn"
"SYBT","Stock Yards Bancorp, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/sybt"
"BANX","StoneCastle Financial Corp","n/a","n/a","http://www.nasdaq.com/symbol/banx"
"SGBK","Stonegate Bank","n/a","n/a","http://www.nasdaq.com/symbol/sgbk"
"SSKN","Strata Skin Sciences, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/sskn"
"SSYS","Stratasys, Ltd.","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys"
"STRT","Strattec Security Corporation","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/strt"
"STRS","Stratus Properties Inc.","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/strs"
"STRA","Strayer Education, Inc.","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/stra"
"STRM","Streamline Health Solutions, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/strm"
"SBBP","Strongbridge Biopharma plc","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbbp"
"STB","Student Transportation Inc","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb"
"SCMP","Sucampo Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scmp"
"SUMR","Summer Infant, Inc.","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sumr"
"SMMF","Summit Financial Group, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/smmf"
"SSBI","Summit State Bank","n/a","n/a","http://www.nasdaq.com/symbol/ssbi"
"SMMT","Summit Therapeutics plc","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/smmt"
"SNBC","Sun Bancorp, Inc.","Finance","Commercial Banks","http://www.nasdaq.com/symbol/snbc"
"SNHY","Sun Hydraulics Corporation","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/snhy"
"SNDE","Sundance Energy Australia Limited","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/snde"
"SNSS","Sunesis Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snss"
"STKL","SunOpta, Inc.","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/stkl"
"SPWR","SunPower Corporation","Technology","Semiconductors","http://www.nasdaq.com/symbol/spwr"
"RUN","Sunrun Inc.","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/run"
"SBCP","Sunshine Bancorp, Inc.","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sbcp"
"SUNW","Sunworks, Inc.","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/sunw"
"SMCI","Super Micro Computer, Inc.","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/smci"
"SPCB","SuperCom, Ltd.","Technology","Semiconductors","http://www.nasdaq.com/symbol/spcb"
"SCON","Superconductor Technologies Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon"
"SGC","Superior Uniform Group, Inc.","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sgc"
"SUPN","Supernus Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/supn"
"SPRT","support.com, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/sprt"
"SGRY","Surgery Partners, Inc.","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sgry"
"SRDX","Surmodics, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srdx"
"SBBX","Sussex Bancorp","Finance","Major Banks","http://www.nasdaq.com/symbol/sbbx"
"SIVB","SVB Financial Group","Finance","Major Banks","http://www.nasdaq.com/symbol/sivb"
"SIVBO","SVB Financial Group","Finance","Major Banks","http://www.nasdaq.com/symbol/sivbo"
"SYKE","Sykes Enterprises, Incorporated","Technology","EDP Services","http://www.nasdaq.com/symbol/syke"
"SYMC","Symantec Corporation","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/symc"
"SYNC","Synacor, Inc.","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sync"
"SYNL","Synalloy Corporation","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/synl"
"SYNA","Synaptics Incorporated","Technology","EDP Services","http://www.nasdaq.com/symbol/syna"
"SNCR","Synchronoss Technologies, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/sncr"
"SNDX","Syndax Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sndx"
"SGYP","Synergy Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgyp"
"SNPS","Synopsys, Inc.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/snps"
"SYNT","Syntel, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/synt"
"SYMX","Synthesis Energy Systems, Inc.","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/symx"
"SYPR","Sypris Solutions, Inc.","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sypr"
"SYRS","Syros Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syrs"
"TROW","T. Rowe Price Group, Inc.","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/trow"
"TTOO","T2 Biosystems, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ttoo"
"TRHC","Tabula Rasa HealthCare, Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/trhc"
"TCMD","Tactile Systems Technology, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tcmd"
"TAIT","Taitron Components Incorporated","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tait"
"TTWO","Take-Two Interactive Software, Inc.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ttwo"
"TLND","Talend S.A.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tlnd"
"TNDM","Tandem Diabetes Care, Inc.","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tndm"
"TLF","Tandy Leather Factory, Inc.","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/tlf"
"TANH","Tantech Holdings Ltd.","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tanh"
"TPIV","TapImmune Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpiv"
"TEDU","Tarena International, Inc.","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tedu"
"TATT","TAT Technologies Ltd.","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/tatt"
"TAYD","Taylor Devices, Inc.","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tayd"
"CGBD","TCG BDC, Inc.","n/a","n/a","http://www.nasdaq.com/symbol/cgbd"
"TCPC","TCP Capital Corp.","n/a","n/a","http://www.nasdaq.com/symbol/tcpc"
"AMTD","TD Ameritrade Holding Corporation","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/amtd"
"TEAR","TearLab Corporation","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tear"
"TECD","Tech Data Corporation","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/tecd"
"TCCO","Technical Communications Corporation","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco"
"TTGT","TechTarget, Inc.","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ttgt"
"TGLS","Tecnoglass Inc.","Consumer Durables","Electronic Components","http://www.nasdaq.com/symbol/tgls"
"TGEN","Tecogen Inc.","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tgen"
"TNAV","Telenav, Inc.","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnav"
"TTEC","TeleTech Holdings, Inc.","Technology","Professional Services","http://www.nasdaq.com/symbol/ttec"
"TLGT","Teligent, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlgt"
"TELL","Tellurian Inc.","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tell"
"TENX","Tenax Therapeutics, Inc.","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/tenx"
"GLBL","TerraForm Global, Inc.","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/glbl"
"TERP","TerraForm Power, Inc.","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/terp"
"TVIA","TerraVia Holdings, Inc.","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tvia"
"TBNK","Territorial Bancorp Inc.","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tbnk"
"TSRO","TESARO, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tsro"
"TESO","Tesco Corporation","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/teso"
"TSLA","Tesla, Inc. ","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tsla"
"TESS","TESSCO Technologies Incorporated","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tess"
"TTEK","Tetra Tech, Inc.","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/ttek"
"TTPH","Tetraphase Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ttph"
"TCBI","Texas Capital Bancshares, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbi"
"TCBIL","Texas Capital Bancshares, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbil"
"TCBIP","Texas Capital Bancshares, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbip"
"TCBIW","Texas Capital Bancshares, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbiw"
"TXN","Texas Instruments Incorporated","Technology","Semiconductors","http://www.nasdaq.com/symbol/txn"
"TXRH","Texas Roadhouse, Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/txrh"
"TFSL","TFS Financial Corporation","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tfsl"
"TGTX","TG Therapeutics, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tgtx"
"ABCO","The Advisory Board Company","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/abco"
"ANDE","The Andersons, Inc.","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/ande"
"TBBK","The Bancorp, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/tbbk"
"BONT","The Bon-Ton Stores, Inc.","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bont"
"CG","The Carlyle Group L.P.","Finance","Investment Managers","http://www.nasdaq.com/symbol/cg"
"CAKE","The Cheesecake Factory Incorporated","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cake"
"CHEF","The Chefs&#39","","",""
"TCFC","The Community Financial Corporation","Finance","Major Banks","http://www.nasdaq.com/symbol/tcfc"
"DSGX","The Descartes Systems Group Inc.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsgx"
"DXYN","The Dixie Group, Inc.","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/dxyn"
"ENSG","The Ensign Group, Inc.","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ensg"
"XONE","The ExOne Company","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/xone"
"FINL","The Finish Line, Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/finl"
"FBMS","The First Bancshares, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/fbms"
"FLIC","The First of Long Island Corporation","Finance","Major Banks","http://www.nasdaq.com/symbol/flic"
"GT","The Goodyear Tire & Rubber Company","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/gt"
"HABT","The Habit Restaurants, Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/habt"
"HCKT","The Hackett Group, Inc.","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hckt"
"HAIN","The Hain Celestial Group, Inc.","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/hain"
"FITS","The Health and Fitness ETF","n/a","n/a","http://www.nasdaq.com/symbol/fits"
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","n/a","n/a","http://www.nasdaq.com/symbol/cuba"
"INTG","The Intergroup Corporation","Consumer Services","Building operators","http://www.nasdaq.com/symbol/intg"
"JYNT","The Joint Corp.","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/jynt"
"KEYW","The KEYW Holding Corporation","Technology","EDP Services","http://www.nasdaq.com/symbol/keyw"
"KHC","The Kraft Heinz Company","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/khc"
"OLD","The Long-Term Care ETF","n/a","n/a","http://www.nasdaq.com/symbol/old"
"MDCO","The Medicines Company","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdco"
"MEET","The Meet Group, Inc.","Consumer Services","Advertising","http://www.nasdaq.com/symbol/meet"
"MIK","The Michaels Companies, Inc.","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/mik"
"MIDD","The Middleby Corporation","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/midd"
"NAVG","The Navigators Group, Inc.","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/navg"
"SLIM","The Obesity ETF","n/a","n/a","http://www.nasdaq.com/symbol/slim"
"STKS","The ONE Group Hospitality, Inc.","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/stks"
"ORG","The Organics ETF","n/a","n/a","http://www.nasdaq.com/symbol/org"
"PCLN","The Priceline Group Inc. ","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pcln"
"PRSC","The Providence Service Corporation","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/prsc"
"RMR","The RMR Group Inc.","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/rmr"
"SMPL","The Simply Good Foods Company","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/smpl"
"SMPLW","The Simply Good Foods Company","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/smplw"
"SPNC","The Spectranetics Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/spnc"
"TTD","The Trade Desk, Inc.","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ttd"
"ULTI","The Ultimate Software Group, Inc.","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ulti"
"YORW","The York Water Company","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/yorw"
"NCTY","The9 Limited","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ncty"
"TRPX","Therapix Biosciences Ltd.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/trpx"
"TBPH","Theravance Biopharma, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tbph"
"TST","TheStreet, Inc.","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/tst"
"TCRD","THL Credit, Inc.","n/a","n/a","http://www.nasdaq.com/symbol/tcrd"
"THLD","Threshold Pharmaceuticals, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/thld"
"TICC","TICC Capital Corp.","n/a","n/a","http://www.nasdaq.com/symbol/ticc"
"TICCL","TICC Capital Corp.","n/a","n/a","http://www.nasdaq.com/symbol/ticcl"
"TIG","TiGenix","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tig"
"TTS","Tile Shop Hldgs, Inc.","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/tts"
"TIL","Till Capital Ltd.","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/til"
"TSBK","Timberland Bancorp, Inc.","Finance","Banks","http://www.nasdaq.com/symbol/tsbk"
"TNTR","Tintri, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/tntr"
"TIPT","Tiptree Inc.","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/tipt"
"TITN","Titan Machinery Inc.","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/titn"
"TTNP","Titan Pharmaceuticals, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ttnp"
"TVTY","Tivity Health, Inc.","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/tvty"
"TIVO","TiVo Corporation","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tivo"
"TMUS","T-Mobile US, Inc.","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tmus"
"TMUSP","T-Mobile US, Inc.","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tmusp"
"TOCA","Tocagen Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/toca"
"TNXP","Tonix Pharmaceuticals Holding Corp.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tnxp"
"TISA","Top Image Systems, Ltd.","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tisa"
"TOPS","TOP Ships Inc.","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops"
"TORM          ","TOR Minerals International Inc","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/torm"
"TRCH","Torchlight Energy Resources, Inc.","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/trch"
"TSEM","Tower Semiconductor Ltd.","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsem"
"CLUB","Town Sports International Holdings, Inc.","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/club"
"TOWN","Towne Bank","n/a","n/a","http://www.nasdaq.com/symbol/town"
"TPIC","TPI Composites, Inc.","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tpic"
"TCON","TRACON Pharmaceuticals, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/tcon"
"TSCO","Tractor Supply Company","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/tsco"
"TWMC","Trans World Entertainment Corp.","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/twmc"
"TACT","TransAct Technologies Incorporated","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tact"
"TRNS","Transcat, Inc.","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/trns"
"TGA","Transglobe Energy Corp","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tga"
"TA","TravelCenters of America LLC","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ta"
"TANNI","TravelCenters of America LLC","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tanni"
"TANNL","TravelCenters of America LLC","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tannl"
"TANNZ","TravelCenters of America LLC","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tannz"
"TZOO","Travelzoo","Technology","EDP Services","http://www.nasdaq.com/symbol/tzoo"
"TRVN","Trevena, Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/trvn"
"TCBK","TriCo Bancshares","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbk"
"TRIL","Trillium Therapeutics Inc.","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tril"
"TRS","TriMas Corporation","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/trs"
"TRMB","Trimble Inc.","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trmb"
"TRIB","Trinity Biotech plc","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/trib"
"TRIP","TripAdvisor, Inc.","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/trip"
"TSC","TriState Capital Holdings, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/tsc"
"TBK","Triumph Bancorp, Inc.","Finance","Major Banks","http://www.nasdaq.com/symbol/tbk"
"TRVG","trivago N.V.","Technology","EDP Services","http://www.nasdaq.com/symbol/trvg"
"TRNC","tronc, Inc.","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/trnc"
"TROV","TrovaGene, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trov"
"TRUE","TrueCar, Inc.","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/true"
"THST","Truett-Hurst, Inc.","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/thst"
"TRUP","Trupanion, Inc.","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/trup"
"TRST","TrustCo Bank Corp NY","Finance","Major Banks","http://www.nasdaq.com/symbol/trst"
"TRMK","Trustmark Corporation","Finance","Major Banks","http://www.nasdaq.com/symbol/trmk"
"TSRI","TSR, Inc.","Technology","EDP Services","http://www.nasdaq.com/symbol/tsri"
"TTMI","TTM Technologies, Inc.","Technology","Electrical Products","http://www.nasdaq.com/symbol/ttmi"
